"Window","Next Editor","Ctrl+F6","In Windows","org.eclipse.ui.window.nextEditor"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text","org.eclipse.ui.edit.findIncrementalReverse"
"LiClipse Actions","Select Enclosing Scope","Alt+Shift+Up","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.SelectEnclosingScope"
"Navigate","Search Repository for Task","Ctrl+Shift+F12","In Windows","org.eclipse.mylyn.tasks.ui.command.searchForTask"
"Terminal view commands","Terminal view insert","Alt+T","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Source","Toggle Mark Occurrences","Alt+Shift+O","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggleMarkOccurrences"
"Window","Show System Menu","Alt+-","In Windows","org.eclipse.ui.window.showSystemMenu"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.tm.terminal.connector.local.command.launch"
"UML2 Sequence Diagram Viewer Commands","Go to associated message","Alt+R","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.GoToMessage"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Alt+Shift+Up","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskReadGoToPreviousUnread"
"Git","Commit...","Ctrl+#","In Windows","org.eclipse.egit.ui.team.Commit"
"Text Editing","Line Start","Home","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Terminal view commands","Quick Access","Alt+Right","Terminal Control in Focus","org.eclipse.tm.terminal.quickaccess"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.editor.showCheatSheetCommand"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.search.find.occurrences"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging C/C++","org.eclipse.cdt.debug.ui.command.StepIntoSelection"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text","org.eclipse.ui.edit.text.select.wordPrevious"
"Edit","Paste","Ctrl+V","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Text Editing","Next Word","Ctrl+Right","Editing Text","org.eclipse.ui.edit.text.goto.wordNext"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Focused UI","Focus on Active Task","Alt+Shift+H","In Windows","org.eclipse.mylyn.context.ui.commands.toggle.focus.active.view"
"Source","Show Source Quick Menu","Alt+Shift+S","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.source.quickMenu"
"Source","Open Element","Ctrl+Shift+T","In C/C++ Views","org.eclipse.cdt.ui.navigate.opentype"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+Down","In Windows","org.eclipse.mylyn.context.ui.commands.interest.decrement"
"UML2 Sequence Diagram Viewer Commands","Scroll down","Alt+Shift+Down","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.MoveSDDown"
"Uncategorized","Copy Commit Id","Ctrl+C","In Git Reflog View","org.eclipse.egit.ui.internal.reflog.CopyCommand"
"Edit","Find and Replace","Ctrl+F","In Windows","org.eclipse.ui.edit.findReplace"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text","org.eclipse.ui.edit.text.folding.collapse"
"Changelog","Prepare Changelog","Ctrl+Alt+P","In Windows","org.eclipse.linuxtools.changelog.core.preparechangelog"
"LiClipse Actions","Previous Element","Ctrl+Shift+Up","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.PrevElement"
"Changelog","Prepare Commit","Ctrl+Alt+V","Editing Text","org.eclipse.linuxtools.changelog.core.prepareCommit"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text","org.eclipse.ui.edit.text.scroll.lineDown"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor","org.eclipse.cdt.ui.navigate.open.type.in.hierarchy"
"Project","Build Target Build","Shift+F9","In Windows","org.eclipse.cdt.make.ui.targetBuildCommand"
"Text Editing","Move Lines Down","Alt+Down","Editing Text","org.eclipse.ui.edit.text.moveLineDown"
"UML2 Sequence Diagram Viewer Commands","Show node start ","Alt+Shift+Home","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.ShowNodeStart"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"LiClipse Actions","Next Element","Ctrl+Shift+Down","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.NextElement"
"Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.sort.lines"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View","org.eclipse.mylyn.tasks.ui.command.goToPreviousUnread"
"Task Repositories","Mark Task Unread","Alt+Shift+U","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskUnread"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text","org.eclipse.ui.edit.findPrevious"
"Refactor - C++","Extract Function - Refactoring ","Alt+Shift+M","C/C++ Editor","org.eclipse.cdt.ui.refactor.extract.function"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows","org.eclipse.ui.window.showKeyAssist"
"LiClipse Actions","Quick Outline","Ctrl+O","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.QuickOutline"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows","org.eclipse.ui.views.showView"
"LiClipse Actions","Deselect Enclosing Scope","Alt+Shift+Down","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.DeselectEnclosingScope"
"Editor Commands","Organize Patches","Ctrl+Shift+O","Specfile Editor Context","rpmEditor.organizePatches.command"
"Edit","Shift Left","Shift+Tab","C/C++ Editor","org.eclipse.ui.edit.text.shiftLeft"
"Terminal view commands","Terminal view insert","Alt+B","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows","org.eclipse.ui.window.spy"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.format.active.elements"
"Tracing","Left","A","In Time-Based View","org.eclipse.tracecompass.tmf.ui.command.left"
"Run/Debug","New Rendering","Ctrl+N","In Memory View","org.eclipse.debug.ui.commands.newRendering"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text","org.eclipse.ui.edit.text.copyLineUp"
"Text Editing","Zoom Out","Ctrl+-","Editing Text","org.eclipse.ui.edit.text.zoomOut"
"Edit","Context Information","Ctrl+Shift+Space","In Dialogs and Windows","org.eclipse.ui.edit.text.contentAssist.contextInformation"
"Task Repositories","Mark Task Incomplete","Alt+Shift+I","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskIncomplete"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor","org.eclipse.cdt.ui.edit.open.type.hierarchy"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Zoom In","Ctrl++","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows","org.eclipse.debug.ui.commands.ToggleBreakpoint"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"LiClipse Actions","Code Format","Ctrl+Shift+F","LiClipse editor","org.brainwy.liclipsetext.editor.handlers.Formatter"
"Window","Toggle Split Editor (Horizontal)","Ctrl+_","In Windows","org.eclipse.ui.window.splitEditor"
"Source","Go to Next Member","Ctrl+Shift+Down","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.goto.next.member"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"Source","Declaration","Ctrl+G","In C/C++ Views","org.eclipse.cdt.ui.search.finddecl"
"UML2 Sequence Diagram Viewer Commands","Scroll up","Alt+Shift+Up","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.MoveSDUp"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Alt+Shift+Down","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskReadGoToNextUnread"
"Navigate","Go To Next Unread Task","Alt+Down","In Tasks View","org.eclipse.mylyn.tasks.ui.command.goToNextUnread"
"Source","Go to Previous Member","Ctrl+Shift+Up","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.goto.prev.member"
"File","New","Ctrl+N","In Windows","org.eclipse.ui.newWizard"
"Tracing","Filter Time Graph events","/","In Time Graph","org.eclipse.tracecompass.tmf.ui.timegraph.filter"
"Edit","Toggle Word Wrap","Alt+Shift+Y","Editing Text","org.eclipse.ui.edit.text.toggleWordWrap"
"Terminal view commands","Paste","Shift+Insert","Terminal Control in Focus","org.eclipse.tm.terminal.paste"
